Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
United Kingdom,217436.5,213293.5,251032.0,244536.0,236738.0,225747.5,244378.0,251716.0,233444.5,241005.0,239917.0,236898.5,260457.0,242968.0,251267.5,257381.0,248124.0,237085.0,249705.5,261725.5,257793.5,254831.5,186070.5,241415.5,252503.0,261469.0,232722.0
United Republic of Tanzania,37327.5,34011.9,31440.3,32321.8,32039.3,33724.1,33667.7,31100.9,29757.3,34051.3,30099.7,32868.2,36245.7,28800.1,30363.8,29541.0,29199.8,30066.9,32521.3,24595.5,32566.6,33309.1,32781.3,34138.8,36737.1,33564.6,33333.3
United States of America,101721.0,102501.57142857143,109989.71428571428,104262.14285714286,116251.14285714286,107486.28571428572,115675.0,115789.42857142857,113618.14285714286,116315.57142857143,119781.28571428572,118060.42857142857,116542.71428571428,121845.42857142857,130405.57142857143,129144.14285714286,130344.28571428572,132694.7142857143,132501.14285714287,139323.7142857143,136389.42857142858,134691.2857142857,134615.2857142857,141880.0,144685.85714285713,142114.42857142858,145249.14285714287
Uruguay,38573.28571428572,39070.57142857143,42141.142857142855,44394.0,45593.0,50401.71428571428,51674.71428571428,60130.71428571428,60823.57142857143,63565.857142857145,50320.28571428572,62184.42857142857,56176.57142857143,65916.71428571429,64556.142857142855,69083.28571428571,67373.42857142857,66810.85714285714,66947.71428571429,66524.0,73364.71428571429,68977.0,74770.14285714286,79374.28571428571,73078.85714285714,71821.14285714286,77110.57142857143
Vanuatu,5109.0,4655.0,4707.0,4759.0,4811.0,4863.0,4915.0,4967.0,5018.0,5070.0,5122.0,5174.0,5226.0,5278.0,5296.0,5293.0,5357.0,5517.0,5467.0,5578.0,5635.0,5710.0,5714.0,6333.0,6193.0,6113.0,6125.0
Venezuela (Bolivarian Republic of),49339.7,52491.2,50410.6,62035.2,58162.6,61141.9,63076.9,65075.8,71907.3,75284.1,74622.0,77327.7,75208.1,76784.9,74186.4,70678.3,72621.4,74706.4,76206.8,74878.1,72270.6,75287.9,76611.1,77396.8,75985.3,74970.8,74572.2
Viet Nam,50576.833333333336,48973.5,52104.833333333336,51204.0,50223.0,50449.16666666666,50676.333333333336,54878.16666666666,52553.66666666666,57664.16666666666,56940.833333333336,62973.16666666666,68429.16666666667,69249.5,71438.16666666667,73441.16666666667,75045.0,75736.83333333333,75524.83333333333,77104.66666666667,81677.66666666667,86853.5,89589.83333333333,88302.83333333333,91501.33333333331,92946.5,92650.5
Wallis and Futuna Islands,102082.5,97985.5,98492.5,98999.0,99505.5,100012.5,100519.0,101026.0,101533.0,102039.0,102546.0,103052.5,103559.5,104066.5,106910.5,108221.5,109930.5,107000.0,108485.0,109325.0,110265.5,111255.5,112500.0,112265.0,113425.0,116576.0,117077.5
Yemen,48331.2,50817.8,55205.0,56432.8,55956.4,55299.6,52708.2,51684.4,52598.6,53087.6,52404.8,51521.0,51150.8,48872.6,47465.8,47543.6,50967.6,52125.2,48558.8,52325.4,53065.6,53967.6,53326.8,49668.0,50909.8,50215.6,51354.4
Zambia,35873.25,35487.75,30535.125,36283.875,33816.625,32881.625,35667.5,35484.625,32495.125,35558.0,33681.625,34737.375,37356.75,42801.25,42174.375,43907.625,41603.625,42502.25,43984.875,47933.875,48827.0,47974.375,49861.75,48159.875,49250.75,48547.125,48814.875
Zimbabwe,43346.25,42415.5,38590.375,42969.625,41915.0,39762.0,41729.625,41192.25,40308.25,41863.875,42148.625,41936.125,39913.75,38355.875,40136.0,38514.0,39693.5,39024.0,38251.375,38553.375,38668.5,38093.125,39170.75,37882.75,38196.25,37217.75,37683.0
